fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,type
9.6,0.56,0.31,2.8,89,15.0,46.0,9.979,3.11,0.92,red
9.1,785,0.0,2.6,93,11.0,28.0,9.994,3.36,0.86,red
10.7,0.67,0.22,2.7,107,17.0,34.0,1.2004,3.28,0.98,red
9.1,795,0.0,2.6,96,11.0,26.0,9.994,3.35,0.83,red
7.7,665,0.0,2.4,0.09,8.0,19.0,9.974,3.27,0.73,red
13.5,0.53,0.79,4.8,0.12,23.0,77.0,1.2018,3.18,0.77,red
6.1,0.21,0.4,1.4,66,40.5,165.0,9.912,3.25,0.59,red
6.7,0.75,0.01,2.4,78,17.0,32.0,9.955,3.55,0.61,red
11.5,0.41,0.52,3.0,0.08,29.0,55.0,1.2001,3.26,0.88,red
10.5,0.42,0.66,2.95,116,12.0,29.0,997,3.24,0.75,red
11.9,0.43,0.66,3.1,109,10.0,23.0,1.0,3.15,0.85,red
12.6,0.38,0.66,2.6,88,10.0,41.0,1.001,3.17,0.68,red
8.2,0.7,0.23,2.0,99,14.0,81.0,9.973,3.19,0.7,red
8.6,0.45,0.31,2.6,86,21.0,50.0,9.982,3.37,0.91,red
11.9,0.58,0.66,2.5,72,6.0,37.0,9.992,03.05,0.56,red
12.5,0.46,0.63,2.0,71,6.0,15.0,9.988,2.99,0.87,red
12.8,615,0.66,5.8,83,7.0,42.0,1.2022,03.07,0.73,red
10.0,0.42,0.5,3.4,107,7.0,21.0,9.979,3.26,0.93,red
12.8,615,0.66,5.8,83,7.0,42.0,1.2022,03.07,0.73,red
10.4,575,0.61,2.6,76,11.0,24.0,1.0,3.16,0.69,red
10.3,0.34,0.52,2.8,159,15.0,75.0,9.998,3.18,0.64,red
9.4,0.27,0.53,2.4,74,6.0,18.0,9.962,3.2,1.13,red
6.9,765,0.02,2.3,63,35.0,63.0,9.975,3.57,0.78,red
7.9,0.24,0.4,1.6,56,11.0,25.0,9.967,3.32,0.87,red
9.1,0.28,0.48,1.8,67,26.0,46.0,9.967,3.32,01.04,red
7.4,0.55,0.22,2.2,106,12.0,72.0,9.959,03.05,0.63,red
14.0,0.41,0.63,3.8,89,6.0,47.0,1.2014,03.01,0.81,red
11.5,0.54,0.71,4.4,124,6.0,15.0,9.984,03.01,0.83,red
11.5,0.45,0.5,3.0,78,19.0,47.0,1.2003,3.26,1.11,red
9.4,0.27,0.53,2.4,74,6.0,18.0,9.962,3.2,1.13,red
11.4,625,0.66,6.2,88,6.0,24.0,9.988,3.11,0.99,red
8.3,0.42,0.38,2.5,94,24.0,60.0,9.979,3.31,0.7,red
8.3,0.26,0.42,2.0,0.08,11.0,27.0,9.974,3.21,0.8,red
13.7,415,0.68,2.9,85,17.0,43.0,1.2014,03.06,0.8,red
8.3,0.26,0.42,2.0,0.08,11.0,27.0,9.974,3.21,0.8,red
8.3,0.26,0.42,2.0,0.08,11.0,27.0,9.974,3.21,0.8,red
7.7,0.51,0.28,2.1,87,23.0,54.0,998,3.42,0.74,red
7.4,0.63,0.07,2.4,0.09,11.0,37.0,9.979,3.43,0.76,red
7.8,0.54,0.26,2.0,88,23.0,48.0,9.981,3.41,0.74,red
8.3,0.66,0.15,1.9,79,17.0,42.0,9.972,3.31,0.54,red
7.8,0.46,0.26,1.9,88,23.0,53.0,9.981,3.43,0.74,red
9.6,0.38,0.31,2.5,96,16.0,49.0,9.982,3.19,0.7,red
5.6,0.85,0.05,1.4,45,12.0,88.0,9.924,3.56,0.82,red
13.7,415,0.68,2.9,85,17.0,43.0,1.2014,03.06,0.8,red
9.5,0.37,0.52,2.0,82,6.0,26.0,998,3.18,0.51,red
8.4,665,0.61,2.0,112,13.0,95.0,997,3.16,0.54,red
12.7,0.6,0.65,2.3,63,6.0,25.0,9.997,03.03,0.57,red
12.0,0.37,0.76,4.2,66,7.0,38.0,1.2004,3.22,0.6,red
6.6,735,0.02,7.9,122,68.0,124.0,9.994,3.47,0.53,red
11.5,0.59,0.59,2.6,87,13.0,49.0,9.988,3.18,0.65,red
11.5,0.59,0.59,2.6,87,13.0,49.0,9.988,3.18,0.65,red
8.7,765,0.22,2.3,64,9.0,42.0,9.963,3.1,0.55,red
6.6,735,0.02,7.9,122,68.0,124.0,9.994,3.47,0.53,red
7.7,0.26,0.3,1.7,59,20.0,38.0,9.949,3.29,0.47,red
12.2,0.48,0.54,2.6,85,19.0,64.0,1.0,3.1,0.61,red
11.4,0.6,0.49,2.7,85,10.0,41.0,9.994,3.15,0.63,red
7.7,0.69,0.05,2.7,75,15.0,27.0,9.974,3.26,0.61,red
8.7,0.31,0.46,1.4,59,11.0,25.0,9.966,3.36,0.76,red
9.8,0.44,0.47,2.5,63,9.0,28.0,9.981,3.24,0.65,red
12.0,0.39,0.66,3.0,93,12.0,30.0,9.996,3.18,0.63,red
10.4,0.34,0.58,3.7,174,6.0,16.0,997,3.19,0.7,red
12.5,0.46,0.49,4.5,0.07,26.0,49.0,9.981,03.05,0.57,red
9.0,0.43,0.34,2.5,0.08,26.0,86.0,9.987,3.38,0.62,red
9.1,0.45,0.35,2.4,0.08,23.0,78.0,9.987,3.38,0.62,red
7.1,735,0.16,1.9,0.1,15.0,77.0,9.966,3.27,0.64,red
9.9,0.4,0.53,6.7,97,6.0,19.0,9.986,3.27,0.82,red
8.8,0.52,0.34,2.7,87,24.0,122.0,9.982,3.26,0.61,red
8.6,725,0.24,6.6,117,31.0,134.0,1.2014,3.32,01.07,red
10.6,0.48,0.64,2.2,111,6.0,20.0,997,3.26,0.66,red
7.0,0.58,0.12,1.9,91,34.0,124.0,9.956,3.44,0.48,red
11.9,0.38,0.51,2.0,121,7.0,20.0,9.996,3.24,0.76,red
6.8,0.77,0.0,1.8,66,34.0,52.0,9.976,3.62,0.68,red
9.5,0.56,0.33,2.4,89,35.0,67.0,9.972,3.28,0.73,red
6.6,0.84,0.03,2.3,59,32.0,48.0,9.952,3.52,0.56,red
7.7,0.96,0.2,2.0,47,15.0,60.0,9.955,3.36,0.44,red
10.5,0.24,0.47,2.1,66,6.0,24.0,9.978,3.15,0.9,red
7.7,0.96,0.2,2.0,47,15.0,60.0,9.955,3.36,0.44,red
6.6,0.84,0.03,2.3,59,32.0,48.0,9.952,3.52,0.56,red
6.4,0.67,0.08,2.1,45,19.0,48.0,9.949,3.49,0.49,red
9.5,0.78,0.22,1.9,77,6.0,32.0,9.988,3.26,0.56,red
9.1,0.52,0.33,1.3,0.07,9.0,30.0,9.978,3.24,0.6,red
12.8,0.84,0.63,2.4,88,13.0,35.0,9.997,3.1,0.6,red
10.5,0.24,0.47,2.1,66,6.0,24.0,9.978,3.15,0.9,red
7.8,0.55,0.35,2.2,74,21.0,66.0,9.974,3.25,0.56,red
11.9,0.37,0.69,2.3,78,12.0,24.0,9.958,3.0,0.65,red
12.3,0.39,0.63,2.3,91,6.0,18.0,1.2004,3.16,0.49,red
10.4,0.41,0.55,3.2,76,22.0,54.0,9.996,3.15,0.89,red
12.3,0.39,0.63,2.3,91,6.0,18.0,1.2004,3.16,0.49,red
8.0,0.67,0.3,2.0,0.06,38.0,62.0,9.958,3.26,0.56,red
11.1,0.45,0.73,3.2,66,6.0,22.0,9.986,3.17,0.66,red
10.4,0.41,0.55,3.2,76,22.0,54.0,9.996,3.15,0.89,red
7.0,0.62,0.18,1.5,62,7.0,50.0,9.951,03.08,0.6,red
12.6,0.31,0.72,2.2,72,6.0,29.0,9.987,2.88,0.82,red
11.9,0.4,0.65,2.15,68,7.0,27.0,9.988,03.06,0.68,red
15.6,685,0.76,3.7,0.1,6.0,43.0,1.1932,2.95,0.68,red
10.0,0.44,0.49,2.7,77,11.0,19.0,9.963,3.23,0.63,red
5.3,0.57,0.01,1.7,54,5.0,27.0,9.934,3.57,0.84,red
9.5,735,0.1,2.1,79,6.0,31.0,9.986,3.23,0.56,red
12.5,0.38,0.6,2.6,81,31.0,72.0,9.996,3.1,0.73,red
9.3,0.48,0.29,2.1,127,6.0,16.0,9.968,3.22,0.72,red
8.6,0.53,0.22,2.0,0.1,7.0,27.0,9.967,3.2,0.56,red
11.9,0.39,0.69,2.8,95,17.0,35.0,9.994,3.1,0.61,red
11.9,0.39,0.69,2.8,95,17.0,35.0,9.994,3.1,0.61,red
8.4,0.37,0.53,1.8,413,9.0,26.0,9.979,03.06,01.06,red
6.8,0.56,0.03,1.7,84,18.0,35.0,9.968,3.44,0.63,red
10.4,0.33,0.63,2.8,84,5.0,22.0,9.998,3.26,0.74,red
7.0,0.23,0.4,1.6,63,21.0,67.0,9.952,3.5,0.63,red
11.3,0.62,0.67,5.2,86,6.0,19.0,9.988,3.22,0.69,red
8.9,0.59,0.39,2.3,95,5.0,22.0,9.986,3.37,0.58,red
9.2,0.63,0.21,2.7,97,29.0,65.0,9.988,3.28,0.58,red
10.4,0.33,0.63,2.8,84,5.0,22.0,9.998,3.26,0.74,red
11.6,0.58,0.66,2.2,74,10.0,47.0,1.2008,3.25,0.57,red
9.2,0.43,0.52,2.3,83,14.0,23.0,9.976,3.35,0.61,red
8.3,615,0.22,2.6,87,6.0,19.0,9.982,3.26,0.61,red
11.0,0.26,0.68,2.55,85,10.0,25.0,997,3.18,0.61,red
8.1,0.66,0.7,2.2,98,25.0,129.0,9.972,03.08,0.53,red
11.5,315,0.54,2.1,84,5.0,15.0,9.987,2.98,0.7,red
10.0,0.29,0.4,2.9,98,10.0,26.0,1.2006,3.48,0.91,red
10.3,0.5,0.42,2.0,69,21.0,51.0,9.982,3.16,0.72,red
8.8,0.46,0.45,2.6,65,7.0,18.0,9.947,3.32,0.79,red
11.4,0.36,0.69,2.1,0.09,6.0,21.0,1.0,3.17,0.62,red
8.7,0.82,0.02,1.2,0.07,36.0,48.0,9.952,3.2,0.58,red
13.0,0.32,0.65,2.6,93,15.0,47.0,9.996,03.05,0.61,red
9.6,0.54,0.42,2.4,81,25.0,52.0,997,3.2,0.71,red
12.5,0.37,0.55,2.6,83,25.0,68.0,9.995,3.15,0.82,red
9.9,0.35,0.55,2.1,62,5.0,14.0,9.971,3.26,0.79,red
10.5,0.28,0.51,1.7,0.08,10.0,24.0,9.982,3.2,0.89,red
9.6,0.68,0.24,2.2,87,5.0,28.0,9.988,3.14,0.6,red
9.3,0.27,0.41,2.0,91,6.0,16.0,998,3.28,0.7,red
10.4,0.24,0.49,1.8,75,6.0,20.0,9.977,3.18,01.06,red
9.6,0.68,0.24,2.2,87,5.0,28.0,9.988,3.14,0.6,red
9.4,685,0.11,2.7,77,6.0,31.0,9.984,3.19,0.7,red
10.6,0.28,0.39,15.5,69,6.0,23.0,1.2026,3.12,0.66,red
9.4,0.3,0.56,2.8,0.08,6.0,17.0,9.964,3.15,0.92,red
10.6,0.36,0.59,2.2,152,6.0,18.0,9.986,03.04,01.05,red
10.6,0.36,0.6,2.2,152,7.0,18.0,9.986,03.04,01.06,red
10.6,0.44,0.68,4.1,114,6.0,24.0,997,03.06,0.66,red
10.2,0.67,0.39,1.9,54,6.0,17.0,9.976,3.17,0.47,red
10.2,0.67,0.39,1.9,54,6.0,17.0,9.976,3.17,0.47,red
10.2,645,0.36,1.8,53,5.0,14.0,9.982,3.17,0.42,red
11.6,0.32,0.55,2.8,81,35.0,67.0,1.2002,3.32,0.92,red
9.3,0.39,0.4,2.6,73,10.0,26.0,9.984,3.34,0.75,red
9.3,775,0.27,2.8,78,24.0,56.0,9.984,3.31,0.67,red
9.2,0.41,0.5,2.5,55,12.0,25.0,9.952,3.34,0.79,red
8.9,0.4,0.51,2.6,52,13.0,27.0,995,3.32,0.9,red
8.7,0.69,0.31,3.0,86,23.0,81.0,1.2002,3.48,0.74,red
6.5,0.39,0.23,8.3,51,28.0,91.0,9.952,3.44,0.55,red
10.7,0.35,0.53,2.6,0.07,5.0,16.0,9.972,3.15,0.65,red
7.8,0.52,0.25,1.9,81,14.0,38.0,9.984,3.43,0.65,red
7.2,0.34,0.32,2.5,0.09,43.0,113.0,9.966,3.32,0.79,red
10.7,0.35,0.53,2.6,0.07,5.0,16.0,9.972,3.15,0.65,red
8.7,0.69,0.31,3.0,86,23.0,81.0,1.2002,3.48,0.74,red
7.8,0.52,0.25,1.9,81,14.0,38.0,9.984,3.43,0.65,red
10.4,0.44,0.73,6.55,74,38.0,76.0,999,3.17,0.85,red
10.4,0.44,0.73,6.55,74,38.0,76.0,999,3.17,0.85,red
10.5,0.26,0.47,1.9,78,6.0,24.0,9.976,3.18,01.04,red
10.5,0.24,0.42,1.8,77,6.0,22.0,9.976,3.21,01.05,red
10.2,0.49,0.63,2.9,72,10.0,26.0,9.968,3.16,0.78,red
10.4,0.24,0.46,1.8,75,6.0,21.0,9.976,3.25,01.02,red
11.2,0.67,0.55,2.3,84,6.0,13.0,1.0,3.17,0.71,red
10.0,0.59,0.31,2.2,0.09,26.0,62.0,9.994,3.18,0.63,red
13.3,0.29,0.75,2.8,84,23.0,43.0,9.986,03.04,0.68,red
12.4,0.42,0.49,4.6,73,19.0,43.0,9.978,03.02,0.61,red
10.0,0.59,0.31,2.2,0.09,26.0,62.0,9.994,3.18,0.63,red
10.7,0.4,0.48,2.1,125,15.0,49.0,998,03.03,0.81,red
10.5,0.51,0.64,2.4,107,6.0,15.0,9.973,03.09,0.66,red
10.5,0.51,0.64,2.4,107,6.0,15.0,9.973,03.09,0.66,red
8.5,655,0.49,6.1,122,34.0,151.0,1.001,3.31,1.14,red
12.5,0.6,0.49,4.3,0.1,5.0,14.0,1.001,3.25,0.74,red
10.4,0.61,0.49,2.1,0.2,5.0,16.0,9.994,3.16,0.63,red
10.9,0.21,0.49,2.8,88,11.0,32.0,9.972,3.22,0.68,red
7.3,365,0.49,2.5,88,39.0,106.0,9.966,3.36,0.78,red
9.8,0.25,0.49,2.7,88,15.0,33.0,9.982,3.42,0.9,red
7.6,0.41,0.49,2.0,88,16.0,43.0,998,3.48,0.64,red
8.2,0.39,0.49,2.3,99,47.0,133.0,9.979,3.38,0.99,red
9.3,0.4,0.49,2.5,85,38.0,142.0,9.978,3.22,0.55,red
9.2,0.43,0.49,2.4,86,23.0,116.0,9.976,3.23,0.64,red
10.4,0.64,0.24,2.8,105,29.0,53.0,9.998,3.24,0.67,red
7.3,365,0.49,2.5,88,39.0,106.0,9.966,3.36,0.78,red
7.0,0.38,0.49,2.5,97,33.0,85.0,9.962,3.39,0.77,red
8.2,0.42,0.49,2.6,84,32.0,55.0,9.988,3.34,0.75,red
9.9,0.63,0.24,2.4,77,6.0,33.0,9.974,03.09,0.57,red
9.1,0.22,0.24,2.1,78,1.0,28.0,999,3.41,0.87,red
11.9,0.38,0.49,2.7,98,12.0,42.0,1.2004,3.16,0.61,red
11.9,0.38,0.49,2.7,98,12.0,42.0,1.2004,3.16,0.61,red
10.3,0.27,0.24,2.1,72,15.0,33.0,9.956,3.22,0.66,red
10.0,0.48,0.24,2.7,102,13.0,32.0,1.0,3.28,0.56,red
9.1,0.22,0.24,2.1,78,1.0,28.0,999,3.41,0.87,red
9.9,0.63,0.24,2.4,77,6.0,33.0,9.974,03.09,0.57,red
8.1,825,0.24,2.1,84,5.0,13.0,9.972,3.37,0.77,red
12.9,0.35,0.49,5.8,66,5.0,35.0,1.2014,3.2,0.66,red
11.2,0.5,0.74,5.15,0.1,5.0,17.0,9.996,3.22,0.62,red
9.2,0.59,0.24,3.3,101,20.0,47.0,9.988,3.26,0.67,red
9.5,0.46,0.49,6.3,64,5.0,17.0,9.988,3.21,0.73,red
9.3,715,0.24,2.1,0.07,5.0,20.0,9.966,3.12,0.59,red
11.2,0.66,0.24,2.5,85,16.0,53.0,9.993,03.06,0.72,red
14.3,0.31,0.74,1.8,75,6.0,15.0,1.2008,2.86,0.79,red
9.1,0.47,0.49,2.6,94,38.0,106.0,9.982,03.08,0.59,red
7.5,0.55,0.24,2.0,78,10.0,28.0,9.983,3.45,0.78,red
10.6,0.31,0.49,2.5,67,6.0,21.0,9.987,3.26,0.86,red
12.4,0.35,0.49,2.6,79,27.0,69.0,9.994,3.12,0.75,red
9.0,0.53,0.49,1.9,171,6.0,25.0,9.975,3.27,0.61,red
6.8,0.51,0.01,2.1,74,9.0,25.0,9.958,3.33,0.56,red
9.4,0.43,0.24,2.8,92,14.0,45.0,998,3.19,0.73,red
9.5,0.46,0.24,2.7,92,14.0,44.0,998,3.12,0.74,red
5.0,01.04,0.24,1.6,0.05,32.0,96.0,9.934,3.74,0.62,red
15.5,645,0.49,4.2,95,10.0,23.0,100.315,2.92,0.74,red
15.5,645,0.49,4.2,95,10.0,23.0,100.315,2.92,0.74,red
10.9,0.53,0.49,4.6,118,10.0,17.0,1.2002,03.07,0.56,red
15.6,645,0.49,4.2,95,10.0,23.0,100.315,2.92,0.74,red
10.9,0.53,0.49,4.6,118,10.0,17.0,1.2002,03.07,0.56,red
13.0,0.47,0.49,4.3,85,6.0,47.0,1.2021,3.3,0.68,red
12.7,0.6,0.49,2.8,75,5.0,19.0,9.994,3.14,0.57,red
9.0,0.44,0.49,2.4,78,26.0,121.0,9.978,3.23,0.58,red
9.0,0.54,0.49,2.9,94,41.0,110.0,9.982,03.08,0.61,red
7.6,0.29,0.49,2.7,92,25.0,60.0,9.971,3.31,0.61,red
13.0,0.47,0.49,4.3,85,6.0,47.0,1.2021,3.3,0.68,red
12.7,0.6,0.49,2.8,75,5.0,19.0,9.994,3.14,0.57,red
8.7,0.7,0.24,2.5,226,5.0,15.0,9.991,3.32,0.6,red
8.7,0.7,0.24,2.5,226,5.0,15.0,9.991,3.32,0.6,red
9.8,0.5,0.49,2.6,0.25,5.0,20.0,999,3.31,0.79,red
6.2,0.36,0.24,2.2,95,19.0,42.0,9.946,3.57,0.57,red
11.5,0.35,0.49,3.3,0.07,10.0,37.0,1.2003,3.32,0.91,red
6.2,0.36,0.24,2.2,95,19.0,42.0,9.946,3.57,0.57,red
10.2,0.24,0.49,2.4,75,10.0,28.0,9.978,3.14,0.61,red
10.5,0.59,0.49,2.1,0.07,14.0,47.0,9.991,3.3,0.56,red
10.6,0.34,0.49,3.2,78,20.0,78.0,9.992,3.19,0.7,red
12.3,0.27,0.49,3.1,79,28.0,46.0,9.993,3.2,0.8,red
9.9,0.5,0.24,2.3,103,6.0,14.0,9.978,3.34,0.52,red
8.8,0.44,0.49,2.8,83,18.0,111.0,9.982,3.3,0.6,red
8.8,0.47,0.49,2.9,85,17.0,110.0,9.982,3.29,0.6,red
10.6,0.31,0.49,2.2,63,18.0,40.0,9.976,3.14,0.51,red
12.3,0.5,0.49,2.2,89,5.0,14.0,1.2002,3.19,0.44,red
12.3,0.5,0.49,2.2,89,5.0,14.0,1.2002,3.19,0.44,red
11.7,0.49,0.49,2.2,83,5.0,15.0,1.0,3.19,0.43,red
12.0,0.28,0.49,1.9,74,10.0,21.0,9.976,2.98,0.66,red
11.8,0.33,0.49,3.4,93,54.0,80.0,1.2002,3.3,0.76,red
7.6,0.51,0.24,2.4,91,8.0,38.0,998,3.47,0.66,red
11.1,0.31,0.49,2.7,94,16.0,47.0,9.986,3.12,01.02,red
7.3,0.73,0.24,1.9,108,18.0,102.0,9.967,3.26,0.59,red
5.0,0.42,0.24,2.0,0.06,19.0,50.0,9.917,3.72,0.74,red
10.2,0.29,0.49,2.6,59,5.0,13.0,9.976,03.05,0.74,red
9.0,0.45,0.49,2.6,84,21.0,75.0,9.987,3.35,0.57,red
6.6,0.39,0.49,1.7,0.07,23.0,149.0,9.922,3.12,0.5,red
9.0,0.45,0.49,2.6,84,21.0,75.0,9.987,3.35,0.57,red
9.9,0.49,0.58,3.5,94,9.0,43.0,1.2004,3.29,0.58,red
7.9,0.72,0.17,2.6,96,20.0,38.0,9.978,3.4,0.53,red
8.9,595,0.41,7.9,86,30.0,109.0,9.998,3.27,0.57,red
12.4,0.4,0.51,2.0,59,6.0,24.0,9.994,03.04,0.6,red
11.9,0.58,0.58,1.9,71,5.0,18.0,998,03.09,0.63,red
8.5,585,0.18,2.1,78,5.0,30.0,9.967,3.2,0.48,red
12.7,0.59,0.45,2.3,82,11.0,22.0,1.0,3.0,0.7,red
8.2,915,0.27,2.1,88,7.0,23.0,9.962,3.26,0.47,red
13.2,0.46,0.52,2.2,71,12.0,35.0,1.2006,3.1,0.56,red
7.7,835,0.0,2.6,81,6.0,14.0,9.975,3.3,0.52,red
13.2,0.46,0.52,2.2,71,12.0,35.0,1.2006,3.1,0.56,red
8.3,0.58,0.13,2.9,96,14.0,63.0,9.984,3.17,0.62,red
8.3,0.6,0.13,2.6,85,6.0,24.0,9.984,3.31,0.59,red
9.4,0.41,0.48,4.6,72,10.0,20.0,9.973,3.34,0.79,red
8.8,0.48,0.41,3.3,92,26.0,52.0,9.982,3.31,0.53,red
10.1,0.65,0.37,5.1,0.11,11.0,65.0,1.2026,3.32,0.64,red
6.3,0.36,0.19,3.2,75,15.0,39.0,9.956,3.56,0.52,red
8.8,0.24,0.54,2.5,83,25.0,57.0,9.983,3.39,0.54,red
13.2,0.38,0.55,2.7,81,5.0,16.0,1.2006,2.98,0.54,red
7.5,0.64,0.0,2.4,77,18.0,29.0,9.965,3.32,0.6,red
8.2,0.39,0.38,1.5,58,10.0,29.0,9.962,3.26,0.74,red
9.2,755,0.18,2.2,148,10.0,103.0,9.969,2.87,1.36,red
9.6,0.6,0.5,2.3,79,28.0,71.0,9.997,3.5,0.57,red
9.6,0.6,0.5,2.3,79,28.0,71.0,9.997,3.5,0.57,red
11.5,0.31,0.51,2.2,79,14.0,28.0,9.982,03.03,0.93,red
11.4,0.46,0.5,2.7,122,4.0,17.0,1.2006,3.13,0.7,red
11.3,0.37,0.41,2.3,88,6.0,16.0,9.988,03.09,0.8,red
8.3,0.54,0.24,3.4,76,16.0,112.0,9.976,3.27,0.61,red
8.2,0.56,0.23,3.4,78,14.0,104.0,9.976,3.28,0.62,red
10.0,0.58,0.22,1.9,0.08,9.0,32.0,9.974,3.13,0.55,red
7.9,0.51,0.25,2.9,77,21.0,45.0,9.974,3.49,0.96,red
6.8,0.69,0.0,5.6,124,21.0,58.0,9.997,3.46,0.72,red
6.8,0.69,0.0,5.6,124,21.0,58.0,9.997,3.46,0.72,red
8.8,0.6,0.29,2.2,98,5.0,15.0,9.988,3.36,0.49,red
8.8,0.6,0.29,2.2,98,5.0,15.0,9.988,3.36,0.49,red
8.7,0.54,0.26,2.5,97,7.0,31.0,9.976,3.27,0.6,red
7.6,685,0.23,2.3,111,20.0,84.0,9.964,3.21,0.61,red
8.7,0.54,0.26,2.5,97,7.0,31.0,9.976,3.27,0.6,red
10.4,0.28,0.54,2.7,105,5.0,19.0,9.988,3.25,0.63,red
7.6,0.41,0.14,3.0,87,21.0,43.0,9.964,3.32,0.57,red
10.1,935,0.22,3.4,105,11.0,86.0,1.001,3.43,0.64,red
7.9,0.35,0.21,1.9,73,46.0,102.0,9.964,3.27,0.58,red
8.7,0.84,0.0,1.4,65,24.0,33.0,9.954,3.27,0.55,red
9.6,0.88,0.28,2.4,86,30.0,147.0,9.979,3.24,0.53,red
9.5,885,0.27,2.3,84,31.0,145.0,9.978,3.24,0.53,red
7.7,915,0.12,2.2,143,7.0,23.0,9.964,3.35,0.65,red
8.9,0.29,0.35,1.9,67,25.0,57.0,997,3.18,1.36,red
9.9,0.54,0.45,2.3,71,16.0,40.0,9.991,3.39,0.62,red
9.5,0.59,0.44,2.3,71,21.0,68.0,9.992,3.46,0.63,red
9.9,0.54,0.45,2.3,71,16.0,40.0,9.991,3.39,0.62,red
9.5,0.59,0.44,2.3,71,21.0,68.0,9.992,3.46,0.63,red
9.9,0.54,0.45,2.3,71,16.0,40.0,9.991,3.39,0.62,red
7.8,0.64,0.1,6.0,115,5.0,11.0,9.984,3.37,0.69,red
7.3,0.67,0.05,3.6,107,6.0,20.0,9.972,3.4,0.63,red
8.3,845,0.01,2.2,0.07,5.0,14.0,9.967,3.32,0.58,red
8.7,0.48,0.3,2.8,66,10.0,28.0,9.964,3.33,0.67,red
6.7,0.42,0.27,8.6,68,24.0,148.0,9.948,3.16,0.57,red
10.7,0.43,0.39,2.2,106,8.0,32.0,9.986,2.89,0.5,red
9.8,0.88,0.25,2.5,104,35.0,155.0,1.001,3.41,0.67,red
15.9,0.36,0.65,7.5,96,22.0,71.0,9.976,2.98,0.84,red
9.4,0.33,0.59,2.8,79,9.0,30.0,9.976,3.12,0.54,red
8.6,0.47,0.47,2.4,74,7.0,29.0,9.979,03.08,0.46,red
9.7,0.55,0.17,2.9,87,20.0,53.0,1.2004,3.14,0.61,red
10.7,0.43,0.39,2.2,106,8.0,32.0,9.986,2.89,0.5,red
12.0,0.5,0.59,1.4,73,23.0,42.0,998,2.92,0.68,red
7.2,0.52,0.07,1.4,74,5.0,20.0,9.973,3.32,0.81,red
7.1,0.84,0.02,4.4,96,5.0,13.0,997,3.41,0.57,red
7.2,0.52,0.07,1.4,74,5.0,20.0,9.973,3.32,0.81,red
7.5,0.42,0.31,1.6,0.08,15.0,42.0,9.978,3.31,0.64,red
7.2,0.57,0.06,1.6,76,9.0,27.0,9.972,3.36,0.7,red
10.1,0.28,0.46,1.8,0.05,5.0,13.0,9.974,03.04,0.79,red
12.1,0.4,0.52,2.0,92,15.0,54.0,1.0,03.03,0.66,red
9.4,0.59,0.14,2.0,84,25.0,48.0,9.981,3.14,0.56,red
8.3,0.49,0.36,1.8,222,6.0,16.0,998,3.18,0.6,red
11.3,0.34,0.45,2.0,82,6.0,15.0,9.988,2.94,0.66,red
10.0,0.73,0.43,2.3,59,15.0,31.0,9.966,3.15,0.57,red
11.3,0.34,0.45,2.0,82,6.0,15.0,9.988,2.94,0.66,red
6.9,0.4,0.24,2.5,83,30.0,45.0,9.959,3.26,0.58,red
8.2,0.73,0.21,1.7,74,5.0,13.0,9.968,3.2,0.52,red
9.8,1.24,0.34,2.0,79,32.0,151.0,998,3.15,0.53,red
8.2,0.73,0.21,1.7,74,5.0,13.0,9.968,3.2,0.52,red
10.8,0.4,0.41,2.2,84,7.0,17.0,9.984,03.08,0.67,red
9.3,0.41,0.39,2.2,64,12.0,31.0,9.984,3.26,0.65,red
10.8,0.4,0.41,2.2,84,7.0,17.0,9.984,03.08,0.67,red
8.6,0.8,0.11,2.3,84,12.0,31.0,9.979,3.4,0.48,red
8.3,0.78,0.1,2.6,81,45.0,87.0,9.983,3.48,0.53,red
10.8,0.26,0.45,3.3,0.06,20.0,49.0,9.972,3.13,0.54,red
13.3,0.43,0.58,1.9,0.07,15.0,40.0,1.2004,03.06,0.49,red
8.0,0.45,0.23,2.2,94,16.0,29.0,9.962,3.21,0.49,red
8.5,0.46,0.31,2.25,78,32.0,58.0,998,3.33,0.54,red
8.1,0.78,0.23,2.6,59,5.0,15.0,997,3.37,0.56,red
9.8,0.98,0.32,2.3,78,35.0,152.0,998,3.25,0.48,red
8.1,0.78,0.23,2.6,59,5.0,15.0,997,3.37,0.56,red
7.1,0.65,0.18,1.8,0.07,13.0,40.0,997,3.44,0.6,red
9.1,0.64,0.23,3.1,95,13.0,38.0,9.998,3.28,0.59,red
7.7,0.66,0.04,1.6,39,4.0,9.0,9.962,3.4,0.47,red
8.1,0.38,0.48,1.8,157,5.0,17.0,9.976,3.3,01.05,red
7.4,1.185,0.0,4.25,97,5.0,14.0,9.966,3.63,0.54,red
9.2,0.92,0.24,2.6,87,12.0,93.0,9.998,3.48,0.54,red
8.6,0.49,0.51,2.0,422,16.0,62.0,9.979,03.03,1.17,red
9.0,0.48,0.32,2.8,84,21.0,122.0,9.984,3.32,0.62,red
9.0,0.47,0.31,2.7,84,24.0,125.0,9.984,3.31,0.61,red
5.1,0.47,0.02,1.3,34,18.0,44.0,9.921,3.9,0.62,red
7.0,0.65,0.02,2.1,66,8.0,25.0,9.972,3.47,0.67,red
